canto,stanza_num,stanza_lines,stanza_chars,line,line_num,line_chars
Canto X,9,44,1629,"De peitos inumanos e insolentes,",14,32
Canto X,9,44,1629,Dar extremo suplício pela culpa,15,31
Canto X,9,44,1629,Que a fraca humanidade e Amor desculpa.,16,39
Canto X,9,44,1629,Não será a culpa abominoso incesto,17,34
Canto X,9,44,1629,"Nem violento estupro em virgem pura,",18,36
Canto X,9,44,1629,"Nem menos adultério desonesto,",19,30
Canto X,9,44,1629,"Mas cüa escrava vil, lasciva e escura.",20,38
Canto X,9,44,1629,"Se o peito, ou de cioso, ou de modesto,",21,39
Canto X,9,44,1629,"Ou de usado a crueza fera e dura,",22,33
Canto X,9,44,1629,"Cos seus üa ira insana não refreia,",23,35
Canto X,9,44,1629,Põe na fama alva noda negra e feia.,24,35
Canto X,9,44,1629,Viu Alexandre Apeles namorado,25,29
Canto X,9,44,1629,"Da sua Campaspe, e deu-lha alegremente,",26,39
Canto X,9,44,1629,"Não sendo seu soldado exprimentado,",27,35
Canto X,9,44,1629,Nem vendo-se num cerco duro e urgente.,28,38
Canto X,9,44,1629,Sentiu Ciro que andava já abrasado,29,34
Canto X,9,44,1629,"Araspas, de Panteia, em fogo ardente,",30,37
Canto X,9,44,1629,"Que ele tomara em guarda, e prometia",31,36
Canto X,9,44,1629,Que nenhum mau desejo o venceria;,32,33
Canto X,9,44,1629,"Mas, vendo o ilustre Persa que vencido",33,38
Canto X,9,44,1629,"Fora de Amor, que, enfim, não tem defensa,",34,42
Canto X,9,44,1629,"Levemente o perdoa, e foi servido",35,33
Canto X,9,44,1629,"Dele num caso grande, em recompensa.",36,36
Canto X,9,44,1629,"Per força, de Judita foi marido",37,31
Canto X,9,44,1629,O férreo Balduíno; mas dispensa,38,31
Canto X,9,44,1629,"Carlos, pai dela, posto em causas grandes,",39,42
Canto X,9,44,1629,Que viva e povoador seja de Frandes.,40,36
Canto X,9,44,1629,"Mas, prosseguindo a Ninfa o longo canto,",41,40
Canto X,9,44,1629,"De Soares cantava, que as bandeiras",42,35
Canto X,9,44,1629,Faria tremular e pôr espanto,43,28
Canto X,9,44,1629,Pelas roxas Arábicas ribeiras:,44,30
Canto X,10,44,1585,"- «Medina abominábil teme tanto,",1,32
Canto X,10,44,1585,"Quanto Meca e Gidá, co as derradeiras",2,37
Canto X,10,44,1585,Praias de Abá ssia; Barborá se teme,3,35
Canto X,10,44,1585,Do mal de que o empório Zeila geme.,4,35
Canto X,10,44,1585,"«A nobre ilha também de Taprobana,",5,34
Canto X,10,44,1585,Já pelo nome antigo tão famosa,6,30
Canto X,10,44,1585,Quanto agora soberba e soberana,7,31
Canto X,10,44,1585,"Pela cortiça cálida, cheirosa,",8,30
Canto X,10,44,1585,Dela dará tributo à Lusitana,9,28
Canto X,10,44,1585,"Bandeira, quando, excelsa e gloriosa,",10,37
Canto X,10,44,1585,"Vencendo se erguerá na torre erguida,",11,37
Canto X,10,44,1585,"Em Columbo, dos próprios tão temida.",12,36
Canto X,10,44,1585,"«Também Sequeira, as ondas Eritreias",13,36
Canto X,10,44,1585,"Dividindo, abrirá novo caminho",14,30
Canto X,10,44,1585,"Pera ti, grande Império, que te arreias",15,39
Canto X,10,44,1585,De seres de Candace e Sabá ninho.,16,33
Canto X,10,44,1585,"Maçuá, com cisternas de água cheias",17,35
Canto X,10,44,1585,"Verá, e o porto Arquico, ali vizinho;",18,37
Canto X,10,44,1585,"E fará descobir remotas Ilhas,",19,30
Canto X,10,44,1585,Que dão ao mundo novas maravilhas.,20,34
Canto X,10,44,1585,"«Virá despois Meneses, cujo ferro",21,33
Canto X,10,44,1585,"Mais na Africa, que cá, terá provado;",22,37
Canto X,10,44,1585,"Castigará de Ormuz soberba o erro,",23,34
Canto X,10,44,1585,Com lhe fazer tributo dar dobrado.,24,34
Canto X,10,44,1585,"Também tu, Gama, em pago do desterro",25,36
Canto X,10,44,1585,"Em que estás e serás inda tornado,",26,34
Canto X,10,44,1585,Cos títulos de Conde e d’honras nobres,27,38
Canto X,10,44,1585,Virás mandar a terra que descobres.,28,35
Canto X,10,44,1585,«Mas aquela fatal necessidade,29,29
Canto X,10,44,1585,"De quem ninguém se exime dos humanos,",30,37
Canto X,10,44,1585,"Ilustrado co a Régia dignidade,",31,31
Canto X,10,44,1585,Te tirará do mundo e seus enganos.,32,34
Canto X,10,44,1585,"Outro Meneses logo, cuja idade",33,30
Canto X,10,44,1585,"É maior na prudência que nos anos,",34,34
Canto X,10,44,1585,Governará; e fará o ditoso Henrique,35,35
Canto X,10,44,1585,Que perpétua memória dele fique.,36,32
Canto X,10,44,1585,"«Não vencerá somente os Malabares,",37,34
Canto X,10,44,1585,"Destruindo Panane com Coulete,",38,30
Canto X,10,44,1585,"Cometendo as bombardas, que, nos ares,",39,38
Canto X,10,44,1585,Se vingam só do peito que as comete;,40,36
Canto X,10,44,1585,"Mas com virtudes, certo, singulares,",41,36
Canto X,10,44,1585,Vence os imigos d’alma todos sete;,42,34
Canto X,10,44,1585,"De cobiça triunfa e incontinência,",43,34
Canto X,10,44,1585,Que em tal idade é suma de excelência.,44,38
Canto X,11,45,1611,"«Mas, despois que as Estrelas o chamarem,",1,41
Canto X,11,45,1611,"Sucederás, ó forte Mascarenhas;",2,31
Canto X,11,45,1611,"E, se injustos o mando te tomarem,",3,34
Canto X,11,45,1611,Prometo-te que fama eterna tenhas.,4,34
Canto X,11,45,1611,Pera teus inimigos confessarem,5,30
Canto X,11,45,1611,"Teu valor alto, o fado quer que venhas",6,38
Canto X,11,45,1611,"A mandar, mais de palmas coroado,",7,33
Canto X,11,45,1611,Que de fortuna justa acompanhado.,8,33
Canto X,11,45,1611,"«No reino de Bintão, que tantos danos",9,37
Canto X,11,45,1611,"Terá a Malaca muito tempo feitos,",10,33
Canto X,11,45,1611,Num só dia as injúrias de mil anos,11,34
Canto X,11,45,1611,"Vingarás, co valor de ilustres peitos.",12,38
Canto X,11,45,1611,"Trabalhos e perigos inumanos,",13,29
Canto X,11,45,1611,"Abrolhos férreos mil, passos estreitos,",14,39
Canto X,11,45,1611,"Tranqueiras, baluartes, lanças, setas:",15,38
Canto X,11,45,1611,Tudo fico que rompas e sometas.,16,31
Canto X,11,45,1611,"«Mas na Índia, cobiça e ambição,",17,32
Canto X,11,45,1611,Que claramente põem aberto o rosto,18,34
Canto X,11,45,1611,"Contra Deus e Justiça, te farão",19,31
Canto X,11,45,1611,"Vitupério nenhum, mas só desgosto.",20,34
Canto X,11,45,1611,"Quem faz injúria vil e sem razão,",21,33
Canto X,11,45,1611,"Com forças e poder em que está posto,",22,37
Canto X,11,45,1611,Não vence; que a vitória verdadeira,23,35
Canto X,11,45,1611,É saber ter justiça nua e inteira.,24,34
Canto X,11,45,1611,"«Mas, contudo, não nego que Sampaio",25,35
Canto X,11,45,1611,"Será, no esforço, ilustre e assinalado,",26,39
Canto X,11,45,1611,"Mostrando-se no mar um fero raio,",27,33
Canto X,11,45,1611,Que de inimigos mil verá coalhado.,28,34
Canto X,11,45,1611,Em Bacanor fará cruel ensaio,29,28
Canto X,11,45,1611,"No Malabar, pera que, amedrontado,",30,34
Canto X,11,45,1611,Despois a ser vencido dele venha,31,32
Canto X,11,45,1611,"Cutiale, com quanta armada tenha.",32,33
Canto X,11,45,1611,"«E não menos de Dio a fera frota,",33,33
Canto X,11,45,1611,"Que Chaúl temerá, de grande e ousada,",34,37
Canto X,11,45,1611,"Fará, co a vista só, perdida e rota,",35,36
Canto X,11,45,1611,Por Heitor da Silveira e destroçada;,36,36
Canto X,11,45,1611,"Por Heitor Português, de quem se nota",37,37
Canto X,11,45,1611,"Que na costa Cambaica, sempre armada,",38,37
Canto X,11,45,1611,"Será aos Guzarates tanto dano,",39,30
Canto X,11,45,1611,Quanto já foi aos Gregos o Troiano.,40,35
Canto X,11,45,1611,«A Sampaio feroz sucederá,41,25
Canto X,11,45,1611,"Cunha, que longo tempo tem o leme:",42,34
Canto X,11,45,1611,"De Chale as torres altas erguerá,",43,33
Canto X,11,45,1611,Enquanto Dio ilustre dele treme;,44,32
Canto X,11,45,1611,"O forte Baçaim se lhe dará,",45,27
Canto X,12,44,1590,"Não sem sangue, porém, que nele geme",1,36
Canto X,12,44,1590,"Melique, porque à força só de espada",2,36
Canto X,12,44,1590,A tranqueira soberba vê tomada.,3,31
Canto X,12,44,1590,"«Trás este vem Noronha, cujo auspício",4,37
Canto X,12,44,1590,De Dio os Rumes feros afugenta;,5,31
Canto X,12,44,1590,"Dio, que o peito e bélico exercício",6,35
Canto X,12,44,1590,De António da Silveira bem sustenta.,7,36
Canto X,12,44,1590,"Fará em Noronha a morte o usado ofício,",8,39
Canto X,12,44,1590,"Quando um teu ramo, ó Gama, se exprimenta",9,41
Canto X,12,44,1590,"No governo do Império, cujo zelo",10,32
Canto X,12,44,1590,Com medo o Roxo Mar fará amarelo.,11,33
Canto X,12,44,1590,«Das mãos do teu Estêvão vem tomar,12,34
Canto X,12,44,1590,"As rédeas um, que já será ilustrado",13,35
Canto X,12,44,1590,"No Brasil, com vencer e castigar",14,32
Canto X,12,44,1590,"O pirata Francês, ao mar usado.",15,31
Canto X,12,44,1590,"Despois, Capitão-mor do Índico mar,",16,35
Canto X,12,44,1590,"O muro de Damão, soberbo e armado,",17,34
Canto X,12,44,1590,"Escala e primeiro entra a porta aberta,",18,39
Canto X,12,44,1590,Que fogo e frechas mil terão coberta.,19,37
Canto X,12,44,1590,«A este o Rei Cambaico soberbíssimo,20,35
Canto X,12,44,1590,"Fortaleza dará na rica Dio,",21,27
Canto X,12,44,1590,Por que contra o Mogor poderosíssimo,22,36
Canto X,12,44,1590,Lhe ajude a defender o senhorio.,23,32
Canto X,12,44,1590,Despois irá com peito esforçadíssimo,24,36
Canto X,12,44,1590,A tolher que não passe o Rei gentio,25,35
Canto X,12,44,1590,"De Calecu, que assi com quantos veio",26,36
Canto X,12,44,1590,"O fará retirar, de sangue cheio.",27,32
Canto X,12,44,1590,"«Destruirá a cidade Repelim,",28,28
Canto X,12,44,1590,"Pondo o seu Rei, com muitos, em fugida;",29,39
Canto X,12,44,1590,"E despois, junto ao Cabo Comorim,",30,33
Canto X,12,44,1590,üa façanha faz esclarecida:,31,27
Canto X,12,44,1590,"A frota principal do Samorim,",32,29
Canto X,12,44,1590,"Que destruir o mundo não duvida,",33,32
Canto X,12,44,1590,Vencerá co furor do ferro e fogo;,34,33
Canto X,12,44,1590,Em si verá Beadala o Márcio jogo.,35,33
Canto X,12,44,1590,"«Tendo assi limpa a Índia dos imigos,",36,37
Canto X,12,44,1590,Virá despois com ceptro a governá-Ia,37,36
Canto X,12,44,1590,"Sem que ache resistência nem perigos,",38,37
Canto X,12,44,1590,Que todos tremem dele e nenhum fala.,39,36
Canto X,12,44,1590,Só quis provar os ásperos castigos,40,34
Canto X,12,44,1590,"Baticalá , que vira já Beadala.",41,31
Canto X,12,44,1590,De sangue e corpos mortos ficou cheia,42,37
Canto X,12,44,1590,E de fogo e trovões desfeita e feia.,43,36
Canto X,12,44,1590,"«Este será Martinho, que de Marte",44,33
Canto X,13,45,1688,O nome tem co as obras derivado;,1,32
Canto X,13,45,1688,"Tanto em armas ilustre em toda parte,",2,37
Canto X,13,45,1688,"Quanto, em conselho, sábio e bem cuidado.",3,41
Canto X,13,45,1688,"Suceder-lhe-á ali Castro, que o estandarte",4,42
Canto X,13,45,1688,"Português terá sempre levantado,",5,32
Canto X,13,45,1688,"Conforme sucessor ao sucedido,",6,30
Canto X,13,45,1688,"Que um ergue Dio, outro o defende erguido.",7,42
Canto X,13,45,1688,"«Persas feroces, Abassis e Rumes,",8,33
Canto X,13,45,1688,"Que trazido de Roma o nome têm,",9,31
Canto X,13,45,1688,"Vários de gestos, vários de costumes",10,36
Canto X,13,45,1688,"(Que mil nações ao cerco feras vêm),",11,36
Canto X,13,45,1688,Farão dos Céus ao mundo vãos queixumes,12,38
Canto X,13,45,1688,Porque uns poucos a terra lhe detêm.,13,36
Canto X,13,45,1688,"Em sangue Português, juram, descridos,",14,38
Canto X,13,45,1688,De banhar os bigodes retorcidos.,15,32
Canto X,13,45,1688,"«Basiliscos medonhos e liões,",16,29
Canto X,13,45,1688,"Trabucos feros, minas encobertas,",17,33
Canto X,13,45,1688,Sustenta Mascarenhas cos barões,18,31
Canto X,13,45,1688,Que tão ledos as mortes têm por certas;,19,39
Canto X,13,45,1688,"Até que, nas maiores opressões,",20,31
Canto X,13,45,1688,"Castro libertador, fazendo ofertas",21,34
Canto X,13,45,1688,"Das vidas de seus filhos, quer que fiquem",22,41
Canto X,13,45,1688,Com fama eterna e a Deus se sacrifiquem.,23,40
Canto X,13,45,1688,"«Fernando, um deles, ramo da alta pranta,",24,41
Canto X,13,45,1688,"Onde o violento fogo, com ruido,",25,32
Canto X,13,45,1688,"Em pedaços os muros no ar levanta,",26,34
Canto X,13,45,1688,Será ali arrebatado e ao Céu subido.,27,36
Canto X,13,45,1688,"Álvaro, quando o Inverno o mundo espanta",28,40
Canto X,13,45,1688,"E tem o caminho húmido impedido,",29,32
Canto X,13,45,1688,"Abrindo-o, vence as ondas e os perigos,",30,39
Canto X,13,45,1688,Os ventos e despois os inimigos.,31,32
Canto X,13,45,1688,"«Eis vem despois o pai, que as ondas corta",32,42
Canto X,13,45,1688,"Co restante da gente Lusitana,",33,30
Canto X,13,45,1688,"E com força e saber, que mais importa,",34,38
Canto X,13,45,1688,Batalha dá felice e soberana.,35,29
Canto X,13,45,1688,"Uns, paredes subindo, escusam porta;",36,36
Canto X,13,45,1688,Outros a abrem na fera esquadra insana.,37,39
Canto X,13,45,1688,Feitos farão tão dinos de memória,38,33
Canto X,13,45,1688,Que não caibam em verso ou larga história.,39,42
Canto X,13,45,1688,"«Este, despois, em campo se apresenta,",40,38
Canto X,13,45,1688,"Vencedor forte e intrépido, ao possante",41,39
Canto X,13,45,1688,Rei de Cambaia e a vista lhe amedrenta,42,38
Canto X,13,45,1688,Da fera multidão quadrupedante.,43,31
Canto X,13,45,1688,Não menos suas terras mal sustenta,44,34
Canto X,13,45,1688,"O Hidalcão, do braço triunfante",45,31
Canto X,14,44,1622,Que castigando vai Dabul na costa;,1,34
Canto X,14,44,1622,"Nem lhe escapou Pondá, no sertão posta.",2,39
Canto X,14,44,1622,"«Estes e outros Barões, por várias partes,",3,42
Canto X,14,44,1622,"Dinos todos de fama e maravilha,",4,32
Canto X,14,44,1622,"Fazendo-se na terra bravos Martes,",5,34
Canto X,14,44,1622,"Virão lograr os gostos desta Ilha,",6,34
Canto X,14,44,1622,Varrendo triunfantes estandartes,7,32
Canto X,14,44,1622,Pelas ondas que corta a aguda quilha;,8,37
Canto X,14,44,1622,"E acharão estas Ninfas e estas mesas,",9,37
Canto X,14,44,1622,Que glórias e honras são de árduas empresas.»,10,45
Canto X,14,44,1622,"Assi cantava a Ninfa; e as outras todas,",11,40
Canto X,14,44,1622,"Com sonoroso aplauso, vozes davam,",12,34
Canto X,14,44,1622,Com que festejam as alegres vodas,13,33
Canto X,14,44,1622,Que com tanto prazer se celebravam.,14,35
Canto X,14,44,1622,- «Por mais que da Fortuna andem as rodas,15,41
Canto X,14,44,1622,"(Nüa cônsona voz todas soavam),",16,31
Canto X,14,44,1622,"Não vos hão-de faltar, gente famosa,",17,36
Canto X,14,44,1622,"Honra, valor e fama gloriosa.»",18,30
Canto X,14,44,1622,Despois que a corporal necessidade,19,34
Canto X,14,44,1622,"Se satisfez do mantimento nobre,",20,32
Canto X,14,44,1622,E na harmonia e doce suavidade,21,30
Canto X,14,44,1622,"Viram os altos feitos que descobre,",22,35
Canto X,14,44,1622,"Tétis, de graça ornada e gravidade,",23,35
Canto X,14,44,1622,Pera que com mais alta glória dobre,24,35
Canto X,14,44,1622,"As festas deste alegre e claro dia,",25,35
Canto X,14,44,1622,Pera o felice Gama assi dizia:,26,30
Canto X,14,44,1622,"- «Faz-te mercê, barão, a Sapiência",27,35
Canto X,14,44,1622,"Suprema de, cos olhos corporais,",28,32
Canto X,14,44,1622,Veres o que não pode a vã ciência,29,33
Canto X,14,44,1622,Dos errados e míseros mortais.,30,30
Canto X,14,44,1622,"Sigue-me firme e forte, com prudência,",31,38
Canto X,14,44,1622,"Por este monte espesso, tu cos mais.»",32,37
Canto X,14,44,1622,Assi lhe diz e o guia por um mato,33,33
Canto X,14,44,1622,"Árduo, difícil, duro a humano trato.",34,36
Canto X,14,44,1622,Não andam muito que no erguido cume,35,35
Canto X,14,44,1622,"Se acharam, onde um campo se esmaltava",36,38
Canto X,14,44,1622,"De esmeraldas, rubis, tais que presume",37,38
Canto X,14,44,1622,A vista que divino chão pisava.,38,31
Canto X,14,44,1622,"Aqui um globo vêm no ar, que o lume",39,35
Canto X,14,44,1622,"Claríssimo por ele penetrava,",40,29
Canto X,14,44,1622,"De modo que o seu centro está evidente,",41,39
Canto X,14,44,1622,"Como a sua superfícia, claramente.",42,34
Canto X,14,44,1622,"Qual a matéria seja não se enxerga,",43,35
Canto X,14,44,1622,Mas enxerga-se bem que está composto,44,36
Canto X,15,45,1706,"De vários orbes, que a Divina verga",1,35
Canto X,15,45,1706,"Compôs, e um centro a todos só tem posto.",2,41
Canto X,15,45,1706,"Volvendo, ora se abaxe, agora se erga,",3,38
Canto X,15,45,1706,"Nunca s’ergue ou se abaxa, e um mesmo rosto",4,43
Canto X,15,45,1706,Por toda a parte tem; e em toda a parte,5,39
Canto X,15,45,1706,"Começa e acaba, enfim, por divina arte,",6,39
Canto X,15,45,1706,"Uniforme, perfeito, em si sustido,",7,34
Canto X,15,45,1706,"Qual, enfim, o Arquetipo que o criou.",8,37
Canto X,15,45,1706,"Vendo o Gama este globo, comovido",9,33
Canto X,15,45,1706,De espanto e de desejo ali ficou.,10,33
Canto X,15,45,1706,"Diz-lhe a Deusa: - «O transunto, reduzido",11,41
Canto X,15,45,1706,"Em pequeno volume, aqui te dou",12,30
Canto X,15,45,1706,"Do Mundo aos olhos teus, pera que vejas",13,39
Canto X,15,45,1706,Por onde vás e irás e o que desejas.,14,36
Canto X,15,45,1706,"«Vês aqui a grande máquina do Mundo,",15,36
Canto X,15,45,1706,"Etérea e elemental, que fabricada",16,33
Canto X,15,45,1706,"Assi foi do Saber, alto e profundo,",17,35
Canto X,15,45,1706,Que é sem princípio e meta limitada.,18,36
Canto X,15,45,1706,Quem cerca em derredor este rotundo,19,35
Canto X,15,45,1706,"Globo e sua superfícia tão limada,",20,34
Canto X,15,45,1706,"É Deus: mas o que é Deus, ninguém o entende,",21,44
Canto X,15,45,1706,Que a tanto o engenho humano não se estende.,22,44
Canto X,15,45,1706,"«Este orbe que, primeiro, vai cercando",23,38
Canto X,15,45,1706,"Os outros mais pequenos que em si tem,",24,38
Canto X,15,45,1706,Que está com luz tão clara radiando,25,35
Canto X,15,45,1706,"Que a vista cega e a mente vil também,",26,38
Canto X,15,45,1706,"Empíreo se nomeia, onde logrando",27,32
Canto X,15,45,1706,Puras almas estão daquele Bem,28,29
Canto X,15,45,1706,"Tamanho, que ele só se entende e alcança,",29,41
Canto X,15,45,1706,De quem não há no mundo semelhança.,30,35
Canto X,15,45,1706,"«Aqui, só verdadeiros, gloriosos",31,32
Canto X,15,45,1706,"Divos estão, porque eu, Saturno e Jano,",32,39
Canto X,15,45,1706,"Júpiter, Juno, fomos fabulosos,",33,31
Canto X,15,45,1706,Fingidos de mortal e cego engano.,34,33
Canto X,15,45,1706,Só pera fazer versos deleitosos,35,31
Canto X,15,45,1706,"Servimos; e, se mais o trato humano",36,35
Canto X,15,45,1706,"Nos pode dar, é só que o nome nosso",37,35
Canto X,15,45,1706,Nestas estrelas pôs o engenho vosso.,38,36
Canto X,15,45,1706,"«E também, porque a santa Providência,",39,38
Canto X,15,45,1706,"Que em Júpiter aqui se representa,",40,34
Canto X,15,45,1706,Por espíritos mil que têm prudência,41,35
Canto X,15,45,1706,Governa o Mundo todo que sustenta,42,33
Canto X,15,45,1706,"(Ensina-lo a profética ciência,",43,31
Canto X,15,45,1706,Em muitos dos exemplos que apresenta);,44,38
Canto X,15,45,1706,"Os que são bons, guiando, favorecem,",45,36
Canto X,16,44,1612,"Os maus, em quanto podem, nos empecem;",1,38
Canto X,16,44,1612,«Quer logo aqui a pintura que varia,2,35
Canto X,16,44,1612,"Agora deleitando, ora ensinando,",3,32
Canto X,16,44,1612,Dar-lhe nomes que a antiga Poesia,4,33
Canto X,16,44,1612,"A seus Deuses já dera, fabulando;",5,33
Canto X,16,44,1612,Que os Anjos de celeste companhia,6,33
Canto X,16,44,1612,"Deuses o sacro verso está chamando,",7,35
Canto X,16,44,1612,Nem nega que esse nome preminente,8,33
Canto X,16,44,1612,"Também aos maus se dá, mas falsamente.",9,38
Canto X,16,44,1612,"«Enfim que o Sumo Deus, que por segundas",10,40
Canto X,16,44,1612,"Causas obra no Mundo, tudo manda.",11,33
Canto X,16,44,1612,E tornando a contar-te das profundas,12,36
Canto X,16,44,1612,"Obras da Mão Divina veneranda,",13,30
Canto X,16,44,1612,Debaxo deste círculo onde as mundas,14,35
Canto X,16,44,1612,"Almas divinas gozam, que não anda,",15,34
Canto X,16,44,1612,"Outro corre, tão leve e tão ligeiro",16,35
Canto X,16,44,1612,Que não se enxerga: é o Móbile primeiro.,17,40
Canto X,16,44,1612,«Com este rapto e grande movimento,18,34
Canto X,16,44,1612,Vão todos os que dentro tem no seio;,19,36
Canto X,16,44,1612,"Por obra deste, o Sol, andando a tento,",20,39
Canto X,16,44,1612,"O dia e noite faz, com curso alheio.",21,36
Canto X,16,44,1612,"Debaxo deste leve, anda outro lento,",22,36
Canto X,16,44,1612,"Tão lento e sojugado a duro freio,",23,34
Canto X,16,44,1612,"Que enquanto Febo, de luz nunca escasso,",24,40
Canto X,16,44,1612,"Duzentos cursos faz, dá ele um passo.",25,37
Canto X,16,44,1612,"«Olha estoutro debaxo, que esmaltado",26,36
Canto X,16,44,1612,"De corpos lisos anda e radiantes,",27,33
Canto X,16,44,1612,Que também nele tem curso ordenado,28,34
Canto X,16,44,1612,E nos seus axes correm cintilantes.,29,35
Canto X,16,44,1612,Bem vês como se veste e faz ornado,30,34
Canto X,16,44,1612,"Co largo Cinto d, ouro, que estelantes",31,38
Canto X,16,44,1612,"Animais doze traz afigurados,",32,29
Canto X,16,44,1612,Apousentos de Febo limitados.,33,29
Canto X,16,44,1612,«Olha por outras partes a pintura,34,33
Canto X,16,44,1612,Que as Estrelas fulgentes vão fazendo:,35,38
Canto X,16,44,1612,"Olha a Carreta, atenta a Cinosura,",36,34
Canto X,16,44,1612,"Andrómeda e seu pai, e o Drago horrendo;",37,40
Canto X,16,44,1612,Vê de Cassiopeia a fermosura,38,28
Canto X,16,44,1612,E do Orionte o gesto turbulento;,39,32
Canto X,16,44,1612,"Olha o Cisne morrendo que suspira,",40,34
Canto X,16,44,1612,"A Lebre e os Cães, a Nau e a doce Lira.",41,39
Canto X,16,44,1612,"«Debaxo deste grande Firmamento,",42,32
Canto X,16,44,1612,"Vês o céu de Saturno, Deus antigo;",43,34
Canto X,16,44,1612,"Júpiter logo faz o movimento,",44,29
Canto X,17,45,1635,"E Marte abaxo, bélico inimigo;",1,30
Canto X,17,45,1635,"O claro Olho do céu, no quarto assento,",2,39
Canto X,17,45,1635,"E Vénus, que os amores traz consigo;",3,36
Canto X,17,45,1635,"Mercúrio, de eloquência soberana;",4,33
Canto X,17,45,1635,"Com três rostos, debaxo vai Diana.",5,34
Canto X,17,45,1635,"«Em todos estes orbes, diferente",6,32
Canto X,17,45,1635,"Curso verás, nuns grave e noutros leve;",7,39
Canto X,17,45,1635,"Ora fogem do Centro longamente,",8,31
Canto X,17,45,1635,"Ora da Terra estão caminho breve,",9,33
Canto X,17,45,1635,"Bem como quis o Padre omnipotente,",10,34
Canto X,17,45,1635,"Que o fogo fez e o ar, o vento e neve,",11,38
Canto X,17,45,1635,Os quais verás que jazem mais a dentro,12,38
Canto X,17,45,1635,E tem co Mar a Terra por seu centro.,13,36
Canto X,17,45,1635,"«Neste centro, pousada dos humanos,",14,35
Canto X,17,45,1635,"Que não somente, ousados, se contentam",15,38
Canto X,17,45,1635,"De sofrerem da terra firme os danos,",16,36
Canto X,17,45,1635,"Mas inda o mar instábil exprimentam,",17,36
Canto X,17,45,1635,"Verás as várias partes, que os insanos",18,38
Canto X,17,45,1635,"Mares dividem, onde se apousentam",19,33
Canto X,17,45,1635,"Várias nações que mandam vários Reis,",20,37
Canto X,17,45,1635,Vários costumes seus e várias leis.,21,35
Canto X,17,45,1635,"«Vês Europa Cristã, mais alta e clara",22,37
Canto X,17,45,1635,Que as outras em polícia e fortaleza.,23,37
Canto X,17,45,1635,"Vês África, dos bens do mundo avara,",24,36
Canto X,17,45,1635,Inculta e toda cheia de bruteza;,25,32
Canto X,17,45,1635,"Co Cabo que até’aqui se vos negara,",26,35
Canto X,17,45,1635,Que assentou pera o Austro a Natureza.,27,38
Canto X,17,45,1635,"Olha essa terra toda, que se habita",28,35
Canto X,17,45,1635,"Dessa gente sem Lei, quási infinita.",29,36
Canto X,17,45,1635,"«Vê do Benomotapa o grande império,",30,35
Canto X,17,45,1635,"De selvática gente, negra e nua,",31,32
Canto X,17,45,1635,Onde Gonçalo morte e vitupério,32,30
Canto X,17,45,1635,"Padecerá, pola Fé santa sua.",33,28
Canto X,17,45,1635,Nace por este incógnito Hemispério,34,34
Canto X,17,45,1635,O metal por que mais a gente sua.,35,33
Canto X,17,45,1635,Vê que do lago donde se derrama,36,31
Canto X,17,45,1635,"O Nilo, também vindo está Cuama.",37,32
Canto X,17,45,1635,"«Olha as casas dos negros, como estão",38,37
Canto X,17,45,1635,"Sem portas, confiados, em seus ninhos,",39,38
Canto X,17,45,1635,Na justiça real e defensão,40,26
Canto X,17,45,1635,E na fidelidade dos vizinhos;,41,29
Canto X,17,45,1635,"Olha deles a bruta multidão,",42,28
Canto X,17,45,1635,"Qual bando espesso e negro de estorninhos,",43,42
Canto X,17,45,1635,"Combaterá em Sofala a fortaleza, Que",44,36
Canto X,17,45,1635,defenderá Nhaia com destreza.,45,29
Canto X,18,44,1600,«Olha lá as alagoas donde o Nilo,1,32
Canto X,18,44,1600,"Nace, que não souberam os antigos;",2,34
Canto X,18,44,1600,"Vê-lo rega, gerando o crocodilo,",3,32
Canto X,18,44,1600,"Os povos Abassis, de Crista amigos;",4,35
Canto X,18,44,1600,Olha como sem muros (novo estilo),5,33
Canto X,18,44,1600,Se defendem milhor dos inimigos;,6,32
Canto X,18,44,1600,"Vê Méroe, que ilha foi de antiga fama,",7,38
Canto X,18,44,1600,Que ora dos naturais Nobá se chama.,8,35
Canto X,18,44,1600,«Nesta remota terra um filho teu,9,32
Canto X,18,44,1600,Nas armas contra os Turcos será claro;,10,38
Canto X,18,44,1600,Há-de ser Dom Cristóvão o nome seu;,11,35
Canto X,18,44,1600,Mas contra o fim fatal não há reparo.,12,37
Canto X,18,44,1600,"Vê cá a costa do mar, onde te deu",13,33
Canto X,18,44,1600,Melinde hospício gasalhoso e caro;,14,34
Canto X,18,44,1600,"O Rapto rio nota, que o romance",15,31
Canto X,18,44,1600,Da terra chama Obi; entra em Quilmance.,16,39
Canto X,18,44,1600,"«O Cabo vê já Arómata chamado,",17,30
Canto X,18,44,1600,"E agora Guardafú, dos moradores,",18,32
Canto X,18,44,1600,Onde começa a boca do afamado,19,29
Canto X,18,44,1600,"Mar Roxo, que do fundo toma as cores;",20,37
Canto X,18,44,1600,Este como limite está lançado,21,29
Canto X,18,44,1600,Que divide Asia de Africa; e as milhores,22,40
Canto X,18,44,1600,Povoações que a parte Africa tem,23,32
Canto X,18,44,1600,"Maçuá são, Arquico e Suaquém.",24,29
Canto X,18,44,1600,"«Vês o extremo Suez, que antigamente",25,36
